,customer_id,Recency_flag,Freq_flag,monetary_flag
6695,7527296,5,1,3
6696,7527520,5,2,1
6697,7528976,4,2,5
6698,7529200,4,2,4
6699,7531328,4,3,5
6700,7532336,5,2,4
6701,7532784,2,2,1
6702,7533344,4,2,2
6703,7534240,5,2,3
6704,7534688,4,2,1
6705,7535808,5,2,3
6706,7538048,5,3,4
6707,7538832,5,2,4
6708,7539168,5,1,5
6709,7540176,5,2,5
6710,7540624,4,2,4
6711,7541408,5,2,4
6712,7541968,5,1,5
6713,7542192,4,1,1
6714,7542640,5,1,4
6715,7544432,4,3,4
6716,7545216,4,1,5
6717,7545328,2,2,2
6718,7546000,5,2,2
6719,7547680,5,1,2
6720,7548016,2,1,3
6721,7549248,4,2,1
6722,7550928,4,2,4
6723,7551152,1,1,2
6724,7551488,4,1,4
6725,7552272,4,2,3
6726,7552384,4,1,4
6727,7552496,5,3,2
6728,7552720,3,2,4
6729,7552832,4,1,2
6730,7553616,4,1,1
6731,7554848,4,1,2
6732,7554960,4,1,1
6733,7556080,4,1,5
6734,7556416,4,1,2
6735,7556976,4,1,3
6736,7558096,5,2,5
6737,7560336,5,4,5
6738,7562464,5,2,3
6739,7562576,4,2,1
6740,7562800,4,2,4
6741,7563360,4,1,4
6742,7565152,5,2,1
6743,7567168,4,2,5
6744,7567616,4,1,2
6745,7567840,5,2,3
6746,7568400,5,1,3
6747,7568848,4,2,2
6748,7569184,4,2,3
6749,7572544,2,2,4
6750,7572656,5,2,2
6751,7573552,2,1,3
6752,7574112,5,3,3
6753,7574224,4,2,1
6754,7575008,5,3,3
6755,7575120,5,2,3
6756,7575456,5,1,1
6757,7575680,5,3,5
6758,7576016,4,2,1
6759,7577024,4,1,4
6760,7578816,4,3,4
6761,7579040,5,1,5
6762,7579152,4,2,5
6763,7579824,5,2,1
6764,7582736,4,1,1
6765,7583744,4,1,4
6766,7584752,4,3,5
6767,7586544,3,2,1
6768,7586992,5,2,1
6769,7587104,4,1,3
6770,7587664,4,2,3
6771,7587776,4,2,2
6772,7588000,1,1,2
6773,7588112,4,3,4
6774,7590464,4,2,5
6775,7590576,5,3,5
6776,7590688,2,1,4
6777,7592480,5,3,5
6778,7592704,5,3,5
6779,7593040,3,1,4
6780,7593600,4,2,3
6781,7594496,4,4,3
6782,7595616,5,4,5
6783,7595728,5,2,1
6784,7597072,5,4,5
6785,7597632,2,2,3
6786,7597968,3,1,1
6787,7598976,5,1,4
6788,7600208,4,3,5
6789,7600544,5,1,1
6790,7604912,2,2,3
6791,7606032,2,1,4
6792,7606256,5,1,4
6793,7606480,4,2,4
6794,7607376,4,1,1
6795,7611184,4,3,2
6796,7613088,4,2,5
6797,7613984,4,3,3
6798,7614320,4,1,5
6799,7615104,4,1,4
6800,7615888,4,1,5
6801,7617568,5,3,5
6802,7618240,3,3,4
6803,7619472,5,2,5
6804,7620928,5,2,2
6805,7621824,4,1,4
6806,7621936,4,2,3
6807,7624624,5,2,5
6808,7624736,3,2,3
6809,7624848,4,2,1
6810,7625072,2,2,5
6811,7626528,1,2,1
6812,7627312,5,3,5
6813,7629552,5,3,4
6814,7633696,4,1,4
6815,7633808,4,2,2
6816,7637392,2,1,2
6817,7637728,5,2,5
6818,7638400,5,1,2
6819,7639296,4,1,2
6820,7639744,5,3,1
6821,7641088,5,2,5
6822,7641648,5,2,1
6823,7641760,5,2,2
6824,7642992,3,2,1
6825,7644112,5,2,5
6826,7645568,5,4,5
6827,7646016,4,2,5
6828,7646688,4,2,4
6829,7647360,4,2,3
6830,7648032,4,1,1
6831,7649376,5,2,4
6832,7649936,4,1,4
6833,7651168,3,2,4
6834,7651280,4,2,1
6835,7652400,4,1,2
6836,7652624,5,2,4
6837,7653296,4,2,3
6838,7653408,5,3,5
6839,7653856,5,2,2
6840,7655312,5,2,4
6841,7655424,4,1,1
6842,7655536,5,1,2
6843,7657328,4,4,5
6844,7657776,4,3,1
6845,7659232,4,2,1
6846,7659904,4,2,2
6847,7660352,4,3,2
6848,7661584,4,2,2
6849,7662032,5,3,5
6850,7665056,5,1,1
6851,7666176,5,2,5
6852,7666288,5,2,3
6853,7667520,4,2,5
6854,7671328,5,3,5
6855,7673120,4,2,4
6856,7673568,4,2,1
6857,7673792,5,1,1
6858,7673904,4,1,3
6859,7674016,5,3,5
6860,7674800,4,1,1
6861,7675472,4,2,4
6862,7676368,5,4,2
6863,7676592,4,1,3
6864,7677376,4,3,2
6865,7677712,5,3,5
6866,7678048,4,4,2
6867,7678944,5,2,5
6868,7679840,5,3,4
6869,7679952,4,3,4
6870,7680064,4,2,4
6871,7680288,4,2,2
6872,7682080,2,1,4
6873,7683088,5,3,4
6874,7683200,5,1,5
6875,7683424,5,2,5
6876,7683760,5,2,1
6877,7686112,5,1,2
6878,7686560,5,3,3
6879,7686896,4,2,4
6880,7687792,3,1,2
6881,7690032,5,4,2
6882,7690816,5,2,5
6883,7690928,5,3,5
6884,7691488,4,1,2
6885,7692160,5,1,3
6886,7693840,5,2,4
6887,7695296,4,4,5
6888,7695856,5,2,5
6889,7695968,5,2,4
6890,7696304,5,3,5
6891,7696528,5,2,3
6892,7700112,4,3,4
6893,7700672,5,1,4
6894,7700784,5,3,3
6895,7701232,3,1,3
6896,7703472,5,3,5
6897,7704592,2,2,5
6898,7705824,3,1,1
6899,7709408,4,2,4
6900,7710864,4,2,3
6901,7710976,5,2,4
6902,7711648,4,2,5
6903,7711760,4,2,5
6904,7712656,5,1,1
6905,7714448,4,1,2
6906,7715232,5,1,3
6907,7716352,5,2,3
6908,7716464,5,2,2
6909,7717248,4,3,5
6910,7719152,4,2,3
6911,7719488,4,1,2
6912,7719712,5,2,1
6913,7721168,5,2,3
6914,7721840,4,1,4
6915,7722064,5,4,5
6916,7722960,5,2,4
6917,7723296,4,2,3
6918,7727552,4,2,4
6919,7727888,5,2,5
6920,7728560,5,2,4
6921,7730016,5,2,2
6922,7730240,5,1,2
6923,7730352,5,2,5
6924,7733600,5,3,4
6925,7736512,3,3,5
6926,7736736,5,2,5
6927,7737520,4,1,3
6928,7737856,5,2,4
6929,7738192,5,1,4
6930,7738752,2,2,3
6931,7739536,4,1,4
6932,7739648,5,2,3
6933,7740656,4,2,5
6934,7741664,5,3,3
6935,7743680,5,1,2
6936,7746480,5,4,5
6937,7747488,5,1,3
6938,7747712,5,3,3
6939,7748272,4,1,2
6940,7749056,5,1,5
6941,7752080,4,2,3
6942,7752304,4,1,3
6943,7752528,4,2,5
6944,7755328,5,2,4
6945,7755440,5,2,1
6946,7755888,4,2,1
6947,7756224,5,4,4
6948,7757120,4,3,5
6949,7757680,4,1,1
6950,7760480,2,1,3
6951,7761712,5,2,1
6952,7762048,5,3,5
6953,7762944,5,1,5
6954,7763504,5,2,4
6955,7763616,5,4,5
6956,7764960,3,1,1
6957,7765296,4,1,5
6958,7769216,4,3,5
6959,7770560,4,1,2
6960,7771344,5,4,5
6961,7772240,5,1,4
6962,7772464,5,3,2
6963,7773136,5,1,4
6964,7773248,4,1,1
6965,7773584,5,3,5
6966,7774256,4,2,3
6967,7775936,5,1,4
6968,7776048,4,2,4
6969,7776272,4,2,4
6970,7777168,5,1,3
6971,7780192,5,2,4
6972,7781872,4,2,2
6973,7782768,3,2,3
6974,7783440,5,2,1
6975,7784000,4,1,5
6976,7784672,5,1,1
6977,7785008,5,1,1
6978,7785904,5,3,5
6979,7786464,2,1,1
6980,7786576,4,1,4
6981,7789040,4,3,5
6982,7790496,3,2,3
6983,7791168,4,4,5
6984,7791280,4,1,1
6985,7793744,5,2,2
6986,7794080,4,3,5
6987,7794192,5,2,2
6988,7794752,5,2,1
6989,7797440,4,1,5
6990,7798224,4,2,5
6991,7798672,4,3,3
6992,7799120,5,2,4
6993,7799568,5,3,3
6994,7800128,4,2,3
6995,7801248,2,2,2
6996,7801920,5,1,1
6997,7802704,5,2,4
6998,7803152,5,3,5
6999,7803488,5,2,1
7000,7806176,5,3,5
7001,7809088,3,2,2
7002,7809872,4,1,3
7003,7811440,5,2,1
7004,7814576,5,1,2
7005,7814912,5,1,4
7006,7815024,5,3,4
7007,7815920,5,3,4
7008,7817040,5,2,2
7009,7817936,5,2,5
7010,7819952,5,2,1
7011,7820736,4,1,4
7012,7822976,5,4,1
7013,7823984,5,4,5
7014,7824320,5,4,4
7015,7824768,4,1,2
7016,7825328,5,3,5
7017,7826112,4,1,4
7018,7826672,2,1,1
7019,7828352,5,2,5
7020,7829360,4,2,1
7021,7829472,5,2,5
7022,7829808,5,3,4
7023,7830144,5,4,5
7024,7830368,4,3,2
7025,7832160,5,3,3
7026,7832384,4,2,3
7027,7832496,5,4,5
7028,7832720,4,1,2
7029,7833280,2,2,5
7030,7833392,4,2,5
7031,7833728,5,2,2
7032,7838432,4,3,4
7033,7839104,4,1,5
7034,7842464,5,1,2
7035,7842688,4,1,1
7036,7842800,5,2,2
7037,7843024,5,2,4
7038,7843696,5,2,5
7039,7844592,3,2,3
7040,7845040,4,1,1
7041,7845376,4,2,5
7042,7845712,5,2,3
7043,7846160,1,2,4
7044,7850640,5,2,5
7045,7850976,4,1,2
7046,7851648,4,2,5
7047,7851760,5,2,4
7048,7854000,2,2,1
7049,7854672,5,3,5
7050,7855680,5,2,5
7051,7856912,5,1,3
7052,7857136,5,3,5
7053,7857584,4,2,2
7054,7857696,5,2,5
7055,7857920,4,2,2
7056,7858368,5,2,1
7057,7859264,4,2,2
7058,7859824,4,3,3
7059,7860608,4,1,2
7060,7861616,5,2,1
7061,7862512,5,3,2
7062,7862848,4,1,1
7063,7867440,5,3,4
7064,7869008,4,1,1
7065,7869680,4,1,2
7066,7870128,4,1,1
7067,7871024,5,2,4
7068,7871248,4,2,2
7069,7871808,4,1,4
7070,7872032,5,3,3
7071,7874496,4,2,4
7072,7875056,5,2,4
7073,7875168,5,3,5
7074,7875504,4,3,5
7075,7876512,4,1,4
7076,7877856,5,3,4
7077,7878080,5,1,5
7078,7880432,5,4,5
7079,7880544,4,2,1
7080,7881328,5,3,5
7081,7882112,5,2,4
7082,7882896,2,1,5
7083,7883232,3,3,5
7084,7884576,2,2,2
7085,7886144,4,2,3
7086,7886368,4,1,5
7087,7886592,5,1,3
7088,7890624,4,2,4
7089,7890736,5,2,4
7090,7891408,4,1,4
7091,7891520,5,2,2
7092,7891856,5,4,5
7093,7892080,5,2,3
7094,7892192,5,2,2
7095,7892976,5,1,1
7096,7898800,5,2,1
7097,7900816,4,2,4
7098,7901600,3,2,4
7099,7902384,4,1,1
7100,7902608,4,3,5
7101,7903168,4,1,3
7102,7903280,5,2,1
7103,7903392,5,3,3
7104,7903504,4,1,3
7105,7903840,4,1,5
7106,7904176,5,2,1
7107,7904736,5,1,5
7108,7905072,5,3,3
7109,7905184,4,1,5
7110,7905408,5,1,3
7111,7906528,4,1,2
7112,7907872,5,1,5
7113,7908096,3,2,4
7114,7908768,5,1,2
7115,7910448,4,1,1
7116,7910672,5,2,2
7117,7911680,3,2,3
7118,7911792,4,2,4
7119,7913472,4,2,5
7120,7914480,1,2,2
7121,7914816,5,2,2
7122,7915264,4,1,2
7123,7915600,4,2,1
7124,7916608,4,2,1
7125,7918960,4,1,5
7126,7920640,5,3,1
7127,7920752,5,3,5
7128,7920976,4,1,4
7129,7921984,4,2,4
7130,7923664,5,2,4
7131,7924336,5,2,5
7132,7925008,4,3,5
7133,7926128,5,1,3
7134,7926800,5,1,3
7135,7927024,4,2,2
7136,7927360,4,2,3
7137,7927808,5,3,5
7138,7927920,5,2,2
7139,7928144,4,3,4
7140,7929824,2,2,4
7141,7930720,3,2,4
7142,7931616,5,1,2
7143,7931952,4,1,1
7144,7932512,5,1,5
7145,7933632,5,3,5
7146,7933856,5,2,5
7147,7933968,5,3,5
7148,7934640,4,2,1
7149,7936768,5,2,2
7150,7938000,5,1,2
7151,7939008,5,3,1
7152,7939456,5,3,4
7153,7941136,2,1,4
7154,7941472,5,2,5
7155,7941584,4,1,4
7156,7941808,5,2,5
7157,7942032,4,2,5
7158,7943376,5,2,5
7159,7944608,4,1,5
7160,7944832,5,2,2
7161,7945056,4,2,4
7162,7946960,5,2,5
7163,7948640,4,1,2
7164,7948752,4,2,2
7165,7949200,2,2,2
7166,7949424,4,1,5
7167,7949648,4,1,4
7168,7949984,5,2,1
7169,7950208,4,1,5
7170,7950544,4,1,1
7171,7950880,5,2,4
7172,7953008,4,2,3
7173,7954128,4,1,4
7174,7954352,5,2,3
7175,7955024,4,1,2
7176,7955584,4,1,4
7177,7955808,5,2,2
7178,7956256,5,2,5
7179,7956928,2,1,4
7180,7957712,5,2,4
7181,7958720,4,1,5
7182,7962080,5,3,5
7183,7962416,3,1,1
7184,7962640,5,2,3
7185,7963536,5,1,4
7186,7964320,5,2,1
7187,7965328,5,2,3
7188,7966000,4,1,5
7189,7966448,5,4,3
7190,7966784,4,1,1
7191,7967008,5,2,4
7192,7967344,4,1,1
7193,7969248,5,2,5
7194,7970032,5,3,5
7195,7970480,3,2,3
7196,7970592,4,1,2
7197,7972272,5,1,2
7198,7972496,4,2,2
7199,7975408,2,1,3
7200,7975520,5,2,3
7201,7975856,4,1,3
7202,7975968,4,1,3
7203,7978768,5,4,5
7204,7978992,5,4,4
7205,7979104,4,1,1
7206,7980448,5,4,5
7207,7981120,5,3,3
7208,7982016,4,2,5
7209,7982352,5,2,2
7210,7982912,5,2,5
7211,7987952,5,2,5
7212,7988512,5,3,4
7213,7988960,4,2,4
7214,7990304,5,2,2
7215,7991760,5,3,2
7216,7992656,5,4,5
7217,7995008,4,2,4
7218,7995456,4,1,3
7219,7997584,5,1,1
7220,7997808,4,2,5
7221,7998704,5,3,5
7222,7998816,5,1,3
7223,7999488,4,2,5
7224,7999824,5,2,5
7225,8000496,5,1,5
7226,8001168,5,2,4
7227,8001504,4,2,4
7228,8003296,4,2,1
7229,8005424,5,2,5
7230,8006768,4,2,3
7231,8007216,5,2,5
7232,8007664,5,1,5
7233,8008448,5,2,3
7234,8009792,5,1,3
7235,8010016,5,2,5
7236,8010128,4,1,5
7237,8010240,2,1,1
7238,8011808,5,3,5
7239,8013936,4,2,4
7240,8014496,5,2,3
7241,8015616,4,2,2
7242,8016400,4,3,5
7243,8016736,5,1,3
7244,8017184,2,1,1
7245,8019648,4,2,3
7246,8020096,4,1,1
7247,8020656,1,1,4
7248,8021440,4,3,1
7249,8021552,3,2,1
7250,8022000,5,2,1
7251,8025024,4,2,1
7252,8025696,2,1,1
7253,8026704,4,2,1
7254,8027376,5,4,4
7255,8028720,4,1,4
7256,8028944,4,2,4
7257,8029616,5,3,2
7258,8030176,4,1,1
7259,8030736,5,3,5
7260,8032304,5,3,3
7261,8032640,5,1,4
7262,8033984,5,4,5
7263,8034432,5,3,2
7264,8035888,5,2,5
7265,8036000,5,2,1
7266,8037232,5,1,5
7267,8037680,5,3,3
7268,8039920,4,1,2
7269,8041488,5,1,2
7270,8041712,3,2,5
7271,8042160,4,1,1
7272,8042944,2,1,1
7273,8043504,2,2,4
7274,8043616,5,2,5
7275,8044848,5,1,4
7276,8045856,5,1,2
7277,8046304,4,1,2
7278,8046864,4,1,3
7279,8048320,5,1,5
7280,8048992,4,2,4
7281,8049328,5,1,5
7282,8050000,5,2,1
7283,8050224,4,1,3
7284,8051344,5,2,1
7285,8052576,5,2,1
7286,8052688,3,2,1
7287,8053024,5,2,1
7288,8062880,4,1,1
7289,8062992,4,1,3
7290,8063328,4,3,3
7291,8063664,4,3,5
7292,8065568,5,3,3
7293,8065792,5,4,5
7294,8070608,2,1,1
7295,8071056,4,2,5
7296,8071728,4,2,4
7297,8071952,4,2,2
7298,8072512,4,1,1
7299,8072960,4,2,2
7300,8073520,4,1,1
7301,8074080,5,2,2
7302,8075872,4,2,1
7303,8079456,3,1,4
7304,8080240,2,1,3
7305,8081920,5,2,5
7306,8082032,4,2,2
7307,8082144,5,2,4
7308,8082368,4,2,3
7309,8084384,2,2,2
7310,8084720,4,2,1
7311,8084832,4,2,5
7312,8084944,4,2,1
7313,8085168,4,3,5
7314,8086176,3,1,3
7315,8087296,5,1,3
7316,8088864,4,1,3
7317,8089536,5,3,5
7318,8089872,5,2,2
7319,8090432,5,1,4
7320,8090544,4,2,4
7321,8092672,5,4,3
7322,8093904,5,3,2
7323,8094576,5,2,4
7324,8096368,5,2,2
7325,8096928,5,3,5
7326,8097712,4,1,5
7327,8098720,4,2,2
7328,8099056,4,2,5
7329,8099168,4,2,3
7330,8099840,4,2,5
7331,8100848,2,2,3
7332,8101520,4,1,3
7333,8102528,4,3,3
7334,8102864,4,2,3
7335,8103872,4,3,4
7336,8103984,4,1,1
7337,8104320,4,2,4
7338,8104656,4,2,5
7339,8107568,4,1,5
7340,8107904,5,1,4
7341,8108688,5,1,5
7342,8108912,2,1,1
7343,8109808,4,3,5
7344,8110032,4,4,2
7345,8114400,4,3,1
7346,8118432,4,2,5
7347,8121680,5,2,4
7348,8122352,5,2,5
7349,8122800,3,1,3
7350,8124032,5,2,1
7351,8125152,5,2,3
7352,8125936,5,1,3
7353,8126048,4,1,2
7354,8126608,5,3,5
7355,8129744,5,3,4
7356,8130528,5,2,1
7357,8130864,4,3,3
7358,8131088,5,1,2
7359,8131760,2,2,5
7360,8132992,4,2,1
7361,8133216,4,2,2
7362,8136240,4,2,1
7363,8136464,3,2,2
7364,8138704,4,1,2
7365,8139824,4,1,2
7366,8140048,4,1,5
7367,8140832,5,2,4
7368,8141728,5,3,5
7369,8143856,5,1,5
7370,8146992,5,1,4
7371,8147216,4,1,4
7372,8147664,4,1,3
7373,8148336,4,2,4
7374,8148560,4,3,3
7375,8149568,5,3,5
7376,8151920,5,3,2
7377,8153376,5,2,4
7378,8155392,5,2,4
7379,8156288,5,4,3
7380,8159200,4,2,4
7381,8159312,4,2,5
7382,8159424,5,2,5
7383,8161104,5,2,5
7384,8161328,4,1,3
7385,8163008,4,2,1
7386,8165808,5,2,4
7387,8167040,5,2,1
7388,8167600,5,1,4
7389,8167936,5,4,5
7390,8168832,4,1,2
7391,8169728,4,2,4
7392,8169952,5,2,1
7393,8170960,5,1,3
7394,8172080,5,1,4
7395,8172752,5,2,4
7396,8173200,5,3,5
7397,8173424,4,2,4
7398,8173760,5,2,4
7399,8175664,3,1,5
7400,8178128,5,3,3
7401,8178464,4,1,5
7402,8182832,5,2,3
7403,8183168,5,3,5
7404,8183280,5,3,3
7405,8184064,5,3,5
7406,8185520,4,2,5
7407,8189328,4,1,1
7408,8190224,5,2,5
7409,8190336,5,2,3
7410,8191680,4,2,4
7411,8193024,4,2,5
7412,8194032,5,2,5
7413,8194928,4,1,5
7414,8197056,5,1,1
7415,8197168,5,1,1
7416,8197392,5,3,4
7417,8199296,2,1,1
7418,8200304,4,1,3
7419,8200528,5,1,2
7420,8202432,5,2,1
7421,8202992,5,2,3
7422,8204560,5,2,5
7423,8205344,4,1,3
7424,8205792,4,1,5
7425,8207584,4,1,5
7426,8208368,5,3,2
7427,8208480,3,1,2
7428,8209936,4,2,5
7429,8210496,3,2,2
7430,8211168,4,1,5
7431,8211840,5,2,4
7432,8212848,4,2,3
7433,8213072,4,1,2
7434,8213184,4,2,5
7435,8214080,4,1,4
7436,8214192,4,2,4
7437,8215536,4,1,4
7438,8215872,5,2,3
7439,8216096,4,1,3
7440,8217328,4,3,5
7441,8219904,4,2,3
7442,8220576,4,2,4
7443,8221696,2,2,1
7444,8223040,4,1,2
7445,8225504,3,1,5
7446,8226176,5,1,1
7447,8226400,4,2,4
7448,8227856,4,2,4
7449,8228640,4,2,1
7450,8229312,2,1,5
7451,8229648,4,1,2
7452,8231440,4,2,3
7453,8233232,5,1,2
7454,8233344,5,2,5
7455,8235696,4,1,3
7456,8236032,4,1,1
7457,8237264,4,3,4
7458,8238720,5,3,5
7459,8240736,5,1,4
7460,8240848,4,1,1
7461,8242304,5,2,1
7462,8242640,4,2,1
7463,8243536,5,2,4
7464,8247456,5,3,5
7465,8248576,4,1,2
7466,8248912,5,2,1
7467,8249024,5,3,3
7468,8252608,4,1,1
7469,8252832,4,1,1
7470,8252944,5,2,1
7471,8253168,4,3,4
7472,8254064,5,2,2
7473,8254400,2,2,1
7474,8257424,5,3,4
7475,8259552,5,2,4
7476,8260000,5,3,1
7477,8261904,4,1,3
7478,8263584,5,2,3
7479,8265152,5,1,5
7480,8265264,4,1,1
7481,8265376,5,2,5
7482,8266160,5,3,5
7483,8266384,4,2,5
7484,8267840,5,3,3
7485,8268176,5,2,1
7486,8268400,4,1,3
7487,8268624,5,4,5
7488,8269184,5,3,5
7489,8269744,5,1,1
7490,8270528,4,1,4
7491,8270864,4,2,4
7492,8271088,4,1,5
7493,8271536,4,2,2
7494,8273216,5,2,4
7495,8273552,4,1,1
7496,8275904,5,2,3
7497,8276128,5,1,4
7498,8277248,5,2,2
7499,8279264,5,3,5
7500,8279824,5,4,5
7501,8280832,5,3,3
7502,8280944,4,1,3
7503,8282176,4,3,5
7504,8283072,4,1,2
7505,8283744,4,2,4
7506,8283968,4,1,5
7507,8284080,4,2,4
7508,8284192,4,2,4
7509,8284640,4,2,3
7510,8284976,5,3,5
7511,8285872,4,1,5
7512,8289120,4,2,3
7513,8289792,5,3,3
7514,8290128,4,1,1
7515,8290688,4,2,4
7516,8291696,5,3,4
7517,8291920,5,2,4
7518,8292256,4,1,4
7519,8292816,5,3,5
7520,8292928,5,1,1
7521,8294384,5,3,5
7522,8294832,5,1,2
7523,8296288,4,2,4
7524,8300096,5,2,3
7525,8300208,4,1,2
7526,8300544,5,1,5
7527,8301440,5,2,5
7528,8302336,5,2,2
7529,8303008,5,3,3
7530,8303232,4,1,3
7531,8303456,4,1,4
7532,8304352,4,2,4
7533,8305024,5,2,4
7534,8307712,5,4,2
7535,8310176,4,1,2
7536,8311744,5,3,3
7537,8312976,4,2,1
7538,8314768,5,2,3
7539,8314880,4,2,5
7540,8317232,3,1,1
7541,8318128,5,4,5
7542,8318800,4,1,5
7543,8319472,4,2,1
7544,8320480,4,2,5
7545,8320816,5,2,4
7546,8321040,5,3,5
7547,8325296,4,1,1
7548,8326976,5,3,3
7549,8329440,5,1,4
7550,8329664,4,1,1
7551,8331120,4,2,2
7552,8331904,5,2,1
7553,8332016,4,3,4
7554,8333360,4,2,3
7555,8333472,4,2,4
7556,8333696,5,2,5
7557,8334256,4,1,3
7558,8336048,5,2,2
7559,8336272,5,4,4
7560,8336384,4,1,4
7561,8340528,4,2,3
7562,8341424,2,2,5
7563,8341536,4,3,5
7564,8341872,4,1,4
7565,8341984,4,1,2
7566,8342544,5,3,5
7567,8342880,5,2,1
7568,8343328,4,1,1
7569,8343776,5,1,4
7570,8344000,5,3,2
7571,8344560,5,2,4
7572,8345008,5,2,1
7573,8345792,4,1,4
7574,8346464,5,2,3
7575,8347024,5,2,3
7576,8348256,5,2,3
7577,8349712,5,2,4
7578,8351168,4,1,4
7579,8351280,4,2,1
7580,8352064,5,3,2
7581,8353408,4,1,3
7582,8353520,5,3,4
7583,8353968,4,2,5
7584,8361024,1,1,1
7585,8362480,4,2,1
7586,8363712,5,1,4
7587,8365280,4,2,5
7588,8366848,5,3,5
7589,8367520,5,1,4
7590,8367744,5,2,3
7591,8368080,2,2,1
7592,8368640,4,1,3
7593,8370544,4,2,3
7594,8371104,5,1,4
7595,8371552,5,2,1
7596,8374576,4,3,1
7597,8376928,4,2,3
7598,8377936,5,2,1
7599,8379504,5,4,5
7600,8379616,5,2,2
7601,8379728,5,1,1
7602,8380624,5,4,5
7603,8383648,5,1,5
7604,8383984,5,2,3
7605,8384208,5,3,5
7606,8385104,4,2,4
7607,8385776,5,3,5
7608,8386560,5,2,2
7609,8386784,3,2,1
7610,8386896,4,2,4
7611,8388800,4,2,1
7612,8389136,4,2,2
7613,8389920,5,3,5
7614,8390480,5,3,4
7615,8392048,5,2,5
7616,8392832,4,1,3
7617,8394288,4,2,2
7618,8397312,5,2,2
7619,8401568,4,1,1
7620,8402464,5,2,3
7621,8403248,2,1,1
7622,8404256,5,2,1
7623,8406272,5,2,3
7624,8408288,4,2,5
7625,8408624,3,1,4
7626,8409184,4,2,3
7627,8410752,2,1,2
7628,8411424,5,1,1
7629,8412208,5,4,5
7630,8412768,2,1,2
7631,8412992,5,3,1
7632,8413888,4,1,5
7633,8415680,5,3,5
7634,8416016,5,2,4
7635,8417584,5,2,1
7636,8417920,4,2,1
7637,8419040,3,2,4
7638,8419824,5,2,2
7639,8420832,5,2,3
7640,8423072,5,2,2
7641,8425648,4,1,3
7642,8425760,4,1,4
7643,8426992,4,1,2
7644,8429568,4,2,3
7645,8429904,5,2,2
7646,8431360,4,3,4
7647,8434048,2,1,1
7648,8434384,5,2,2
7649,8437968,4,1,5
7650,8438304,4,2,3
7651,8438528,4,3,4
7652,8439312,5,1,3
7653,8440320,4,2,3
7654,8440544,5,3,4
7655,8440992,4,1,3
7656,8442000,5,2,3
7657,8443008,5,3,4
7658,8443232,4,2,5
7659,8443904,2,2,5
7660,8445024,4,1,1
7661,8445136,5,2,4
7662,8445472,5,1,5
7663,8446256,5,3,5
7664,8446704,5,3,4
7665,8447376,5,2,2
7666,8450400,5,3,5
7667,8453200,2,2,3
7668,8457456,5,2,3
7669,8458352,4,3,3
7670,8460928,5,1,1
7671,8466752,4,2,3
7672,8466976,4,2,1
7673,8467424,5,2,2
7674,8468992,4,1,1
7675,8470224,5,1,3
7676,8470896,4,1,2
7677,8472016,5,2,4
7678,8472464,4,1,2
7679,8472800,5,1,3
7680,8473360,5,2,3
7681,8476160,4,3,3
7682,8477056,4,2,2
7683,8478624,5,2,2
7684,8478848,5,4,5
7685,8480080,4,2,3
7686,8480192,5,2,2
7687,8481312,5,2,5
7688,8482768,5,2,1
7689,8483328,4,2,2
7690,8486016,4,2,4
7691,8489488,4,1,4
7692,8489712,4,1,5
7693,8491952,4,2,4
7694,8493408,5,3,4
7695,8494192,4,3,5
7696,8494304,5,1,3
7697,8494416,4,1,5
7698,8495872,5,2,1
7699,8499568,5,1,3
7700,8499904,5,2,5
7701,8500240,5,2,4
7702,8500576,4,2,3
7703,8501360,5,2,4
7704,8501696,5,1,1
7705,8503264,4,2,1
7706,8503488,5,2,1
7707,8505168,5,2,3
7708,8505952,5,4,5
7709,8506400,5,2,5
7710,8507968,5,2,4
7711,8508976,3,1,1
7712,8510768,4,2,2
7713,8512000,3,2,4
7714,8512112,5,2,5
7715,8512672,5,3,4
7716,8513792,5,2,2
7717,8516592,5,2,5
7718,8517376,4,1,1
7719,8520064,5,1,3
7720,8524656,4,1,3
7721,8525328,3,2,5
7722,8526112,5,2,3
7723,8526784,4,1,4
7724,8527344,4,2,4
7725,8528016,5,3,5
7726,8528464,5,2,4
7727,8530928,4,1,3
7728,8536864,4,1,3
7729,8537424,5,2,3
7730,8537648,5,2,3
7731,8537984,4,1,3
7732,8538096,5,1,1
7733,8538320,3,2,1
7734,8538768,4,2,5
7735,8539328,3,2,5
7736,8539552,4,2,4
7737,8539888,5,2,3
7738,8541344,5,2,1
7739,8541568,5,2,1
7740,8541904,5,1,4
7741,8542688,4,1,2
7742,8543248,5,2,2
7743,8544144,4,2,4
7744,8544592,5,1,3
7745,8546048,5,2,2
7746,8546608,4,1,5
7747,8550864,5,4,5
7748,8550976,4,1,5
7749,8552992,5,2,2
7750,8555120,3,1,1
7751,8557360,4,2,5
7752,8558816,5,1,1
7753,8561616,5,3,5
7754,8562512,5,3,5
7755,8563072,4,1,1
7756,8563632,4,2,3
7757,8564192,5,2,2
7758,8565872,4,1,1
7759,8566992,5,2,3
7760,8567776,4,1,2
7761,8568896,5,2,5
7762,8569120,5,3,5
7763,8570016,4,1,5
7764,8570912,5,2,5
7765,8571024,5,1,4
7766,8572032,4,2,5
7767,8572480,5,2,4
7768,8574272,4,3,5
